id,text,aspectTerm,from,to,polarity
1436,"I have Vista, so I am unable to install and uninstall  some programs.",Vista,7.0,12.0,negative
1436,"I have Vista, so I am unable to install and uninstall  some programs.",programs,60.0,68.0,negative
1436,"I have Vista, so I am unable to install and uninstall  some programs.",install,32.0,39.0,negative
1436,"I have Vista, so I am unable to install and uninstall  some programs.",uninstall,44.0,54.0,negative
2359,"The screen is bright and vivid and the keyboard is very easy to use, very important for use quick typers.",screen,4.0,10.0,positive
2359,"The screen is bright and vivid and the keyboard is very easy to use, very important for use quick typers.",keyboard,39.0,47.0,positive
1637,"I can do everything I could before, only faster and more efficiently.",,,,
2981,I called Toshiba and they want me to be without my laptop for about two weeks while they look at the problem.,,,,
2839,the mouse jumps around all the time and it clicks stuff i dont want it too.,mouse,4.0,9.0,negative
1456,i dont understand why i spent twice as much to get a laptop rather than a desktop when my lap top is completely immoble.,,,,
3077,For those that care about noise this thing doesn't really make any;,noise,26.0,31.0,positive
2042,Here we are another year later and the computer is doing the same thing.,,,,
1988,"Despite the plethora of problems, I managed to use technological trickery to keep the machine operational for two years.",,,,
237,"I had my IWORKS, Itunes, Email, MS Office, network and printers set up and completely working perfectly within an hour.",IWORKS,9.0,15.0,positive
237,"I had my IWORKS, Itunes, Email, MS Office, network and printers set up and completely working perfectly within an hour.",Itunes,17.0,23.0,positive
237,"I had my IWORKS, Itunes, Email, MS Office, network and printers set up and completely working perfectly within an hour.",MS Office,32.0,41.0,positive
380,Simply amazing computer!!,,,,
994,"I first purchased this Dell model ""1764"" on April 6, 201",,,,
219,The macbooks are small enough to be very portable yet hold tons of information and performance.,performance,83.0,94.0,positive
1024,Two times with in one month.,,,,
2532,The only downfall is a lot of the software I have won't work with Mac and iWork is not worth the price of it.,iWork,74.0,79.0,negative
2532,The only downfall is a lot of the software I have won't work with Mac and iWork is not worth the price of it.,software,34.0,42.0,negative
2532,The only downfall is a lot of the software I have won't work with Mac and iWork is not worth the price of it.,price,97.0,102.0,negative
669,"Waited on getting this computer, but it has been a great change.",,,,
422,"For my burn thigh which has put a permanent mark on my skin (it happened 7 months ago) they offered me an ITouch 8Gig (you know it is a bit insulating when a company this rich, offer a loyal customer like me, a bottom of their product line as a gift for events like this).",,,,
1993,"Whenever tried to turn it on, it would restart as soon as the BIOS launched Windows (or Winblows, as I like ot call it).",BIOS,62.0,66.0,negative
1993,"Whenever tried to turn it on, it would restart as soon as the BIOS launched Windows (or Winblows, as I like ot call it).",Windows,76.0,83.0,negative
2497,BUT there's this application called Boot Camp which allows you to add another OS X like Windows.,application,17.0,28.0,neutral
2497,BUT there's this application called Boot Camp which allows you to add another OS X like Windows.,OS X,78.0,82.0,neutral
2497,BUT there's this application called Boot Camp which allows you to add another OS X like Windows.,Boot Camp,36.0,45.0,neutral
2497,BUT there's this application called Boot Camp which allows you to add another OS X like Windows.,Windows,88.0,95.0,neutral
888,The mousepad is a huge pain in the arse!,mousepad,4.0,12.0,negative
1120,"I hope to edit this in the next few hours, I am going to try to install my own copy of Windows 7.",Windows 7,87.0,96.0,neutral
770,"If it's not shipped on the next business day, called on a Friday they are closed on weekends, what was the next step.",,,,
1174,") I also purchased  Applecare  for $300, which is a three year extended warranty, since I ve never seen any laptop that lasted more than two.",Applecare,20.0,29.0,neutral
1174,") I also purchased  Applecare  for $300, which is a three year extended warranty, since I ve never seen any laptop that lasted more than two.",extended warranty,63.0,80.0,neutral
2072,"I have had the netbook for 2 months and I love it, I read some reviews that say netbooks are slow but it does not seem any slower than the other computers I use.",,,,
2100,"I run windows via bootcamp for the couple programs I do not want to buy a mac version of, like my cad programs.",windows,6.0,13.0,neutral
2100,"I run windows via bootcamp for the couple programs I do not want to buy a mac version of, like my cad programs.",programs,42.0,50.0,neutral
2100,"I run windows via bootcamp for the couple programs I do not want to buy a mac version of, like my cad programs.",cad programs,98.0,110.0,neutral
2100,"I run windows via bootcamp for the couple programs I do not want to buy a mac version of, like my cad programs.",bootcamp,18.0,26.0,neutral
1331,"C'mon, LG.",,,,
60,"Whenever I call Dell about an unrelated problem, they ask me if my laptop is running slowly and if I'd like to purchase more memory for $75.",memory,125.0,131.0,neutral
1454,since then i have had minor problems with slow operation.,operation,49.0,58.0,negative
889,"If you faintly come close to touching this thing while typing, all craziness may break loose.",,,,
2705,Registration/1st use is easy.,use,17.0,20.0,positive
1498,"I love this laptop, and use it everyday to do something, and never lets me down.",,,,
393,Finally was able to reach a young lady in California and ordered the machine and was subsequently given a delivery date.,,,,
2215,I definitely will buy a Mac again if and when this computer ever fails.,,,,
718,"The Toshiba Mini Notebook, Model NB 305-N410BL, is a great little computer.",,,,
1177,Take your time and go through the tutorials patiently.,tutorials,34.0,43.0,neutral
438,So if anyones looking to buy a computer or laptop you should stay far far away from any that have the name TOSHIBA on it...,,,,
2330,"(I'm an excellent touch typist, and my hands are very sensitive, too.",,,,
961,This time the mouse pad and right click key wouldn't work!,mouse pad,16.0,25.0,negative
961,This time the mouse pad and right click key wouldn't work!,right click key,30.0,45.0,negative
1914,EVENTUALLY we pushed hard enough to convince them that this was the MACHINE that was causing the problems.,,,,
3026,The first full charge of this battery got me only about 2 full hours.,battery,30.0,37.0,negative
3026,The first full charge of this battery got me only about 2 full hours.,full charge,10.0,21.0,negative
2336,"I bought a cordless mouse for it, but don't always take it out;",cordless mouse,11.0,25.0,positive
1605,"When I got it, I immediately noticed that it was quite heavy and thick and not really attractive.",,,,
384,"It is sleek, smooth, and lightweight.",,,,
2539,"i am a huge computer person i love anykind of computer that works well, but when i got this one i was so happy with the way it works and how it runs its amazing.",runs,144.0,148.0,positive
2853,It took Toshiba tech support 4 calls and 4 different techs to correct the problem.,Toshiba tech support,8.0,28.0,negative
2853,It took Toshiba tech support 4 calls and 4 different techs to correct the problem.,techs,53.0,58.0,negative
2976,They only stay charged a little over an hour.,charged,15.0,22.0,negative
1782,Now they are believers in the product.,,,,
53,Had to have this computer repaired twice in the first 5 months after purchasing it.,,,,
2012,Hewlett Packard HP Pavillion DV6000 Laptop is the worst laptop we have ever bought.,,,,
1148,I had never owned a Mac before;,,,,
1127,"The 4 USB ports are nice, but the two on the side only work now and then.",USB ports,6.0,15.0,conflict
1843,I could not find a phone number anywhere to call an actual live person for tech support and had to result the their online chat.,tech support,77.0,89.0,negative
1843,I could not find a phone number anywhere to call an actual live person for tech support and had to result the their online chat.,online chat,118.0,129.0,neutral
410,i try to use it today and I can't logon.,,,,
1128,Keyboard could use some trimming.,Keyboard,0.0,8.0,negative
849,The bottom-line is that this laptop just isn't worth it.,,,,
173,I returned the computer to HP and they kept it for 3 months.,,,,
1767,Its white color is stylish for college students and easy to take to carry and take to classes.,color,10.0,15.0,positive
1887,"Returned laptop for repair a 2nd time and it came back with obvious physical damage (keyboard bulging and speaker grill pressed in), buttons not working and USB ports inoperative.",keyboard,85.0,93.0,negative
1887,"Returned laptop for repair a 2nd time and it came back with obvious physical damage (keyboard bulging and speaker grill pressed in), buttons not working and USB ports inoperative.",speaker grill,106.0,119.0,negative
1887,"Returned laptop for repair a 2nd time and it came back with obvious physical damage (keyboard bulging and speaker grill pressed in), buttons not working and USB ports inoperative.",buttons,133.0,140.0,negative
1887,"Returned laptop for repair a 2nd time and it came back with obvious physical damage (keyboard bulging and speaker grill pressed in), buttons not working and USB ports inoperative.",USB ports,157.0,166.0,negative
1880,"When I am next to my router on my HP I get full service, on my Eee PC I get 3 bars.",full service,43.0,55.0,conflict
101,I got assurances from 2 different people that the remaining 10 months of my warranty would transfer to the new computer.,warranty,76.0,84.0,positive
1033,Pretty disappointed about this product.,,,,
792,The letter A stopped working after the first week.,letter A,4.0,12.0,negative
1927,"By the time I was finally able to get a work order to get it fixed I had been without my computer for almost a week while I was an Online College Student, so it was very inconvenient and I had to send it off and be without it while it was being fixed also.",,,,
2278,It out performs any other laptop on the market today.,,,,
1330,This is what I call a good after sales service.,after sales service,27.0,46.0,positive
1117,"Maybe it's Acer, maybe it's MSFT.",,,,
2103,"So if you want a good machine that does almost anything this is the one, if you want a low budget computer then look at the other great brands Best Buy sells.",,,,
3079,I took off a star because the machine has a lot of junk software on it.,software,56.0,64.0,negative
579,I would buy one of these for every person in my office if I could.,,,,
973,"With what I do know how to do, the computer works beautiful.",works,44.0,49.0,positive
1083,"HAVING HAD EXPERIENCE WITH A TOSHIBA LAPTOP, I WAS DISAPPOINTED TO FIND THAT THE TOSHIBA NB305 LAPTOP HAS MAJOR PROBLEMS.",,,,
2727,Tried to make a recovey disk wouldnt get passed the first recovery disk.,recovey disk,16.0,28.0,negative
2727,Tried to make a recovey disk wouldnt get passed the first recovery disk.,recovery disk,58.0,71.0,negative
2791,"Most everything is fine with this machine: speed, capacity, build.",speed,43.0,48.0,positive
2791,"Most everything is fine with this machine: speed, capacity, build.",capacity,50.0,58.0,positive
2791,"Most everything is fine with this machine: speed, capacity, build.",build,60.0,65.0,positive
1499,"I have never had it crash, randomly turn off,",,,,
161,"For the same price, you get a lot more in the Asus....1920x1080 res.",price,13.0,18.0,negative
1494,"I made a photo book as a gift, on my computer, pushed ""Buy"" and it drew from my iTunes account and sent the book to my house, the book was of perfect quality-exactly how I had created it and looked better than I had even imagined.",iTunes,80.0,86.0,neutral
1545,"I use this for my tutoring business, and since I'm always bouncing from student to student, it is ideal for portability and battery life (yes, it gets the 8 hours as advertised!).",portability,108.0,119.0,positive
1545,"I use this for my tutoring business, and since I'm always bouncing from student to student, it is ideal for portability and battery life (yes, it gets the 8 hours as advertised!).",battery life,124.0,136.0,positive
1587,It is in the best condition and has a really high quality.,quality,50.0,57.0,positive
1236,When it come time for warranty service to Toshiba you don't matter.,warranty service to Toshiba,22.0,49.0,neutral
1911,However the frozen screens kept happening.,screens,21.0,28.0,negative
3052,Ive owned Apple computers and laptops for as long as i could remember.,,,,
1161,At least those computers didn't just die on me like this one.,,,,
556,It's A MAC!!,,,,
1452,i had the bulk of problems with my lap top within the first six months.,,,,
1334,This is my first LG product.,,,,
275,"It is short on space, and downloads always had problems being completed, or were said to be 'corrupted'.",space,15.0,20.0,negative
275,"It is short on space, and downloads always had problems being completed, or were said to be 'corrupted'.",downloads,26.0,35.0,negative
191,3) Horrible customer support,customer support,12.0,28.0,negative
2349,The LED backlit display makes my pictures pop so much more.,LED backlit display,4.0,23.0,positive
606,very very slow laptop.,,,,
1032,I'm going back to DELL.,,,,
1974,With what I paid for this computer it should have had everything on it.,,,,
2611,"Apple is always great about the aesthetics of things, they always come up with good looking products.",aesthetics,32.0,42.0,positive
283,I went to my local Best Buy looking for a new laptop since mine broke.,,,,
2940,Runs smooth and quick.,Runs,0.0,4.0,positive
1840,"Not a bad laptop, it's a bit slow, but gets the job done.",,,,
1249,"Honestly, I spent more time waiting for it to unfreeze then actually doing what I got on there for!",,,,
2915,This a starter notebook.,,,,
860,No I am generous calling it slow.,,,,
2577,The downside to this netbook is pretty much the same for any netbook: screen size is not something I'd stare at for the entire 10-11 hours of battery life five days a week.,screen size,70.0,81.0,neutral
2577,The downside to this netbook is pretty much the same for any netbook: screen size is not something I'd stare at for the entire 10-11 hours of battery life five days a week.,battery life,142.0,154.0,neutral
2933,The graphics are great.,graphics,4.0,12.0,positive
457,"All-in-all, I would definitely recommend this product for nearly everyone.",,,,
1208,in 5 months the connect quality got worse and worse.,connect quality,16.0,31.0,negative
2494,"The big screen allows you to enjoy watching movies , pictures and etc!",screen,8.0,14.0,positive
2807,"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person.",headphone,4.0,13.0,negative
2807,"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person.",mic jack,18.0,26.0,negative
2807,"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person.",touch-pad,43.0,52.0,neutral
2807,"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person.",touch-pad,64.0,73.0,negative
2807,"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person.",headphones,97.0,107.0,negative
2807,"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person.",mic,108.0,111.0,negative
12,For the [$] price (special offer) this is a great laptop.,price,12.0,17.0,positive
2109,"I have had at least eight Toshiba laptops, and they have been outstanding, including this one.",,,,
765,"I called back to ensure that received it, they had.",,,,
986,the manufacturer's warranty only covers replacement/repair of parts.,warranty,19.0,27.0,negative
61,What I'd like is for the laptop to run well without having to purchase additional memory.,memory,82.0,88.0,negative
61,What I'd like is for the laptop to run well without having to purchase additional memory.,run,35.0,38.0,neutral
1790,"If you can afford a new laptop, and are in the market for one, of course, then definitely go for this.",,,,
807,Got the computer back a month later and it was still broken sent it out again and they repaired it.,,,,
2463,It works exactly like it did the day I took it out of the box.,works,3.0,8.0,positive
947,"Now, the next issue I had freaked me out.",,,,
1477,i love ths notebook.,,,,
2487,"It is fast booting up , shutting down, and connection with the internet.",connection with the internet,43.0,71.0,positive
2487,"It is fast booting up , shutting down, and connection with the internet.",booting up,11.0,21.0,positive
2487,"It is fast booting up , shutting down, and connection with the internet.",shutting down,24.0,37.0,positive
1638,The battery life is great.,battery life,4.0,16.0,positive
3082,This is not a serious gaming laptop or a serious media machine;,gaming,22.0,28.0,negative
1157,"Even if Apple replaces whatever needs replacing I wonder if, since I seem to be doubling the amount of time I get out of it each time it's ""like new,"" I might have 8 months next time.",,,,
1251,I got this laptop on Black Friday.,,,,
1909,They replaced my hard drive as well as my mother board.,hard drive,19.0,29.0,neutral
1909,They replaced my hard drive as well as my mother board.,mother board,44.0,56.0,neutral
3014,I fell in love with it.,,,,
518,"It was just one problem after another for me, and that's reason we had forked out so much money was so we wouldn't have anything to worry about.",,,,
2512,There is nothing to complain about the system.,system,39.0,45.0,positive
2234,and it comes with the new OSX that comes with new features that makes the use more easy.,OSX,26.0,29.0,positive
2234,and it comes with the new OSX that comes with new features that makes the use more easy.,features,50.0,58.0,positive
2234,and it comes with the new OSX that comes with new features that makes the use more easy.,use,74.0,77.0,positive
3002,Maybe not the cutting edge (Satellite L455D) but it is a workhorse.,,,,
318,But the Macbook is the best!,,,,
405,"Now the screen is going darker, darker, darker.",screen,8.0,14.0,negative
1086,EITHER THE COMPUTER IS TOO SLOW TO DETECT THE KEYS TYPED (THIS IS UNLIKELY AS I AM A SLOW TYPIST) OR THE KEYBOARD SIMPLY DOES NOT DETECT THE KEYS BEING TYPED.,KEYS,46.0,50.0,negative
1086,EITHER THE COMPUTER IS TOO SLOW TO DETECT THE KEYS TYPED (THIS IS UNLIKELY AS I AM A SLOW TYPIST) OR THE KEYBOARD SIMPLY DOES NOT DETECT THE KEYS BEING TYPED.,KEYBOARD,105.0,113.0,negative
1086,EITHER THE COMPUTER IS TOO SLOW TO DETECT THE KEYS TYPED (THIS IS UNLIKELY AS I AM A SLOW TYPIST) OR THE KEYBOARD SIMPLY DOES NOT DETECT THE KEYS BEING TYPED.,KEYS,141.0,145.0,negative
1500,I got the black MacBook two years ago and have never regretted it.,,,,
604,As a graphic arts a retired instructor I still love to play with the graphic with photos and clip art .....,,,,
893,My wife also has problems with her Asus - different model.,,,,
2504,"Features such as the Dashboard (allows you to view frequently used tools like a calculator, weather forecast, movie times, calendar, computer post its etc.",Features,0.0,8.0,neutral
2504,"Features such as the Dashboard (allows you to view frequently used tools like a calculator, weather forecast, movie times, calendar, computer post its etc.",Dashboard,21.0,30.0,neutral
2104,This computer is the ideal college companion.,,,,
2206,Both computers started acting extremely slow within the first year of owning them.,,,,
74,The MacBook Pro is very sturdy and versatile.,,,,
793,when i called to have another one shipped or to get my money back they said the return policy is 23 twenty three days from the date of purchase.,return policy,80.0,93.0,negative
2662,"BOUGHT FROM WAL-MART, I BELIEVE THAT THIS LAPTOP WAS A REPAIRED ITEM.",,,,
2726,Couldnt not use it.,,,,
956,"I sent it back and found this time that the battery was faulty, so I got a new one and some other fixes they found.",battery,46.0,53.0,negative
2044,I swear they design these things to go to crap after a year so you are stuck and have to buy a new one.,,,,
2516,Great pick for portability and affordability.,portability,15.0,26.0,positive
2516,Great pick for portability and affordability.,affordability,31.0,44.0,positive
2760,"It's fast, it's easy easy easy to set up, easy to hook to my wireless network.",set up,34.0,40.0,positive
2760,"It's fast, it's easy easy easy to set up, easy to hook to my wireless network.",hook to my wireless network,50.0,77.0,positive
1597,"I previously purchased a 13"" macbook (had pro specs and was aluminum style) which had a nvidia 9800 (If I am not mistaken) and it had major heating issues.",aluminum style,60.0,74.0,positive
1597,"I previously purchased a 13"" macbook (had pro specs and was aluminum style) which had a nvidia 9800 (If I am not mistaken) and it had major heating issues.",specs,46.0,51.0,positive
1597,"I previously purchased a 13"" macbook (had pro specs and was aluminum style) which had a nvidia 9800 (If I am not mistaken) and it had major heating issues.",nvidia 9800,88.0,99.0,neutral
126,They didn't even try to assist me or even offer a replacement.,,,,
2404,We used PC products - it seemed simpler to continue with the same thing.,,,,
1329,The people there just changed for me on the spot and I got a new arm piece and they didn't even request for a receipt.,arm piece,65.0,74.0,positive
1223,"I love my Samsung TV and Galaxy S smartphone, but this Netbook was a very poor computer.",,,,
3005,I made a perfect decision when I bought the Toshiba!,,,,
2338,I take it everywhere with me because it's so easy to carry.,carry,53.0,58.0,positive
2948,The only thing is that the battery won't last more than 1/2 an hour.,battery,27.0,34.0,negative
117,It still heats up like mad and I am unable to use it with the computer directly on my lap for more than five to ten minutes at a time.,,,,
2027,The first fell apart right after the 1-year-warranty.,1-year-warranty,37.0,52.0,neutral
2877,I am finding my way around this laptop better than my last one.,,,,
853,"They told me it was my loss even though it was the computer, not  what I've done.",,,,
1833,I would Highly recommend this MacBook.,,,,
3053,"About 2 months ago i bought the 2011 macbook pro, which was an upgrade from my 2010 macbook pro.",,,,
316,"Let's just get this out of the way, I love Apple!",,,,
2936,Oh and it has word and stuff but its a trial verion so after about a month or so when you go to open it it asks for a product key which didnt come with the computer and even after clicking cancel it wont let you use it at all I use the old word processer which works good.,word,14.0,18.0,conflict
2936,Oh and it has word and stuff but its a trial verion so after about a month or so when you go to open it it asks for a product key which didnt come with the computer and even after clicking cancel it wont let you use it at all I use the old word processer which works good.,word processer,240.0,254.0,positive
684,The keyboard has a wonderful nature feel.,keyboard,4.0,12.0,positive
464,"They went through asking me open up various components, taking battery out, hard disk apart, and after 2 hours on phone could not fix it.",battery,63.0,70.0,neutral
464,"They went through asking me open up various components, taking battery out, hard disk apart, and after 2 hours on phone could not fix it.",hard disk,76.0,85.0,neutral
628,"*4 weeks after giving the computer for repair*-Annoyed at MacHouse Amsterdam, decided to send complaint email to Apple.",,,,
596,"While there are occasions that my computer will freeze or will need to be manually shut down, this occurs far less frequently than on PC computers and laptops that I've used.",,,,
342,Bought with a credit card.,,,,
2762,The battery doesn't last long but I'm sure an upgrade battery would solve that problem.,battery,4.0,11.0,negative
2762,The battery doesn't last long but I'm sure an upgrade battery would solve that problem.,battery,54.0,61.0,positive
2440,"I was looking too closely at the other performance specs and while comparing, I took it for granted that these features were standard.",performance specs,39.0,56.0,neutral
2440,"I was looking too closely at the other performance specs and while comparing, I took it for granted that these features were standard.",features,111.0,119.0,neutral
1951,I did a lot of research and ended up thinking this Toshiba was the best one for me.,,,,
2334,"""  I've had it now about 2 months and absolutely LOVE IT.",,,,
1046,I have no idea how this could have even gotten past quality control during production.,quality control,52.0,67.0,negative
735,"I bought this last week, and the very next day had to return it because it over heated and the touch-mouse stopped responding.",touch-mouse,95.0,106.0,negative
2176,I am so happy to have purchased this computer.,,,,
2821,"Oh yea, has no numeric pad on the side.",numeric pad,15.0,26.0,negative
1987,"The cover for the DVD drive soon came off, too--a mark of poor construction quality.",cover for the DVD drive,4.0,27.0,negative
1987,"The cover for the DVD drive soon came off, too--a mark of poor construction quality.",construction quality,63.0,83.0,negative
1386,I returned the 2nd laptop for a full refund.,,,,
1354,really no problems with the hand me down computers I received from my children.,,,,
1830,I did not take the class and wish that I would have.,,,,
2428,It would be a load on long trips where a lot of walking is required.,,,,
1327,But the arm velcro is torn after one use.,arm velcro,8.0,18.0,negative
54,Not good for a person who gets online daily.,,,,
1886,The laptop was returned but audio issue was not fixed.,,,,
517,"I can't even remember how I finally got it taken care of, but I was done with Sony after that!",,,,
1282,So it was only about 2 weeks ago.,,,,
2888,"I just love this lap top, I just wish it were all silver or they had all black.",,,,
1639,The software is amazing.,software,4.0,12.0,positive
1288,"We carry the netbook around here and there, hence it's kinda of irritating when the LCD just ""slide"" downwards.",LCD,84.0,87.0,negative
2607,There is nothing better.,,,,
1273,I now own another Hewlitt Packard.,,,,
2959,"The 2 GB of RAM is plenty, able to run Windows 7 and at least 2 or 3 other programs with next to no slowdown.",2 GB of RAM,4.0,15.0,positive
2959,"The 2 GB of RAM is plenty, able to run Windows 7 and at least 2 or 3 other programs with next to no slowdown.",Windows 7,39.0,48.0,positive
2959,"The 2 GB of RAM is plenty, able to run Windows 7 and at least 2 or 3 other programs with next to no slowdown.",programs,75.0,83.0,positive
26,"The battery life is amazing, the versitility is outstanding.",battery life,4.0,16.0,positive
26,"The battery life is amazing, the versitility is outstanding.",versitility,33.0,44.0,positive
1194,"It is known as Safari, and if you are doing any website work, you should know that many hosting companies do not support it.",Safari,15.0,21.0,neutral
264,Vista is a nightmare.,Vista,0.0,5.0,negative
798,i spent eight hundred dollars from a giant paper weight that looks good on a bus.,,,,
1862,I have used a couple of others on the job as well.,,,,
2214,The program came with the computer and works beautifully.,program,4.0,11.0,positive
1102,"Posted Nov 8, 2010 - Two weeks ago I bought this notebook.",,,,
985,Acer won't replace the laptop.,,,,
752,I am also upset with CR for giving a good rating.,,,,
2806,"the hinge design forced you to place various connections all around the computer, left right and front.",hinge design,4.0,16.0,negative
2356,I have owned macbook pros since 2005 and this is the best yet!,,,,
1221,"I was loving this Netbook because it had an amazing screen and display and was small and light, but after 1 week it stopped openning web pages for me (even after installing new browsers) then eventually it just started giving me a blue screen and crashing everytime I booted it.",screen,52.0,58.0,positive
1221,"I was loving this Netbook because it had an amazing screen and display and was small and light, but after 1 week it stopped openning web pages for me (even after installing new browsers) then eventually it just started giving me a blue screen and crashing everytime I booted it.",display,63.0,70.0,positive
1221,"I was loving this Netbook because it had an amazing screen and display and was small and light, but after 1 week it stopped openning web pages for me (even after installing new browsers) then eventually it just started giving me a blue screen and crashing everytime I booted it.",browsers,177.0,185.0,neutral
529,"Now I could get myself a cheap computer, that will probably work a whole lot better!",,,,
2527,I would definitely not go back to using a PC after using the mac.,,,,
1237,The So called laptop Runs to Slow and I hate it!,Runs,21.0,25.0,negative
2712,"This is the first laptop I've owned, althougth I used several at my previous job.",,,,
2054,"Those moments in thime where you want to throw something against the wall? Yeah, I wanted to throw that lap top out the window and light it on fire.",,,,
359,Charger seems large for this class of computer.,Charger,0.0,7.0,negative
2394,I don't really have a complaint.,,,,
1116,I'm pretty sure it's not newegg's fault but when you turn on a computer you just bought you want it to at least get to desktop.,,,,
1915,Best Buy ended up junking the computer and giving me a replacement computer.,,,,
2690,I dislike the quality and the placement of the speakers.,speakers,47.0,55.0,negative
2713,"The screen graphics and clarity, and sharpness are great.",screen graphics,4.0,19.0,positive
2713,"The screen graphics and clarity, and sharpness are great.",clarity,24.0,31.0,positive
2713,"The screen graphics and clarity, and sharpness are great.",sharpness,37.0,46.0,positive
1826,If I have a problem with any of my apple items I make an appointment at one of my local stores and they work on correcting it right there.,,,,
2071,"So I called customer support (which is good too) and they went through it and it is just a safety feature and it does not affect performance at all, I just chose to hide the message.",customer support,12.0,28.0,positive
2071,"So I called customer support (which is good too) and they went through it and it is just a safety feature and it does not affect performance at all, I just chose to hide the message.",performance,129.0,140.0,neutral
2071,"So I called customer support (which is good too) and they went through it and it is just a safety feature and it does not affect performance at all, I just chose to hide the message.",safety feature,91.0,105.0,neutral
644,"I claim that this has no value to me, the laptop was new anyway.",,,,
1125,Enough said.,,,,
186,Not working = bad,,,,
67,i would really recommend to any person out there to get this laptop cause its really worth it.,,,,
1720,Otherwise this little notebook has met all my expectations.,,,,
2016,My son said it popped up and he clicked update.,,,,
40,I lost two items I was working on until I figured out what was happening.,,,,
2348,The unibody design is edgy and durable.,unibody design,4.0,18.0,positive
1441,STOPPED BOOTING UP less than a week after my one-year warranty was up.,BOOTING UP,8.0,18.0,negative
1441,STOPPED BOOTING UP less than a week after my one-year warranty was up.,one-year warranty,45.0,62.0,neutral
2860,"But, for the cost this is a winner.",cost,13.0,17.0,positive
2630,"Let me tell you, this machine is great.",,,,
2842,I have used a computer at work but having your own personal laptop is AWSOME!,,,,
91,Later it held zero charge and its replacement worked for less than three months.,charge,19.0,25.0,negative
944,"The second issue I had with it occured a month later and it kept overheating, even if on for less than an hour!",,,,
817,"Also, the battery does not last very long at all.",battery,12.0,19.0,negative
2683,Good luck with your purchase options.,,,,
45,"Buy this if you like being tortured, teased, frustrated and wasting twice as much time as you spent using your old Mac.",,,,
1108,Very disappointed!,,,,
465,They are asking me to ship the unit back to fix it at their site.,,,,
427,"I bought it from HSN because it was ""bundled"" with extra software, but as it turns out, that software just crashes it more often.....",software,57.0,65.0,conflict
427,"I bought it from HSN because it was ""bundled"" with extra software, but as it turns out, that software just crashes it more often.....",software,93.0,101.0,negative
3085,I looked around and based off my price/features comparison from a brand I trusted I landed here.,price,33.0,38.0,neutral
3085,I looked around and based off my price/features comparison from a brand I trusted I landed here.,features,39.0,47.0,neutral
1139,I constantly had to send my laptop in for services every 3 months and it always seems to be the same problem that they said they had already fixed.,services,44.0,52.0,negative
1591,Strong performance in this device makes use of fun and a strong sense of the era of speed This device serves all modern requirements is a very strong game and is very useful for designers.,performance,7.0,18.0,positive
1591,Strong performance in this device makes use of fun and a strong sense of the era of speed This device serves all modern requirements is a very strong game and is very useful for designers.,speed,84.0,89.0,positive
1591,Strong performance in this device makes use of fun and a strong sense of the era of speed This device serves all modern requirements is a very strong game and is very useful for designers.,use,40.0,43.0,positive
1067,Unless you need the Bluetooth 3.,Bluetooth 3,20.0,31.0,neutral
536,I was sorly disapointed to discover that HP (what I thought was a reputable company) wouldn't honor the warrenty when the fan blade fell apart.,warrenty,104.0,112.0,negative
536,I was sorly disapointed to discover that HP (what I thought was a reputable company) wouldn't honor the warrenty when the fan blade fell apart.,fan blade,122.0,131.0,negative
1946,That is pretty sad when they name them specifically.,,,,
1434,"More times that not the screen pops up saying I have a bad internet connection, or the page can't be displayed.",internet connection,59.0,78.0,negative
1526,No viruses.,,,,
2525,It is everything that I would want in a computer.,,,,
293,Do yourself a favor and invest in a few external harddrives if you are planning on purchasing this laptop.,external harddrives,40.0,59.0,negative
2344,"However, If I sound enthusiastic about this, I am!",,,,
3037,You will fall in love with it in no time.,,,,
2543,i give this laptop a five star review i love it and it has done chams for me.,,,,
1905,They removed them and returned the computer to me.,,,,
2386,I don't understand why only Windows 7 Starter is included.,Windows 7 Starter,28.0,45.0,negative
1981,"On 3 July 2004, I purcased this model at Best Buy for about $150",,,,
2881,I went with him and we picked this one.,,,,
18,"While most people say that PCs hold functionality and value and Macs are just pretty to look at, I think there's something to be said about the simplicity of Macs.",functionality,36.0,49.0,positive
18,"While most people say that PCs hold functionality and value and Macs are just pretty to look at, I think there's something to be said about the simplicity of Macs.",value,54.0,59.0,positive
18,"While most people say that PCs hold functionality and value and Macs are just pretty to look at, I think there's something to be said about the simplicity of Macs.",simplicity,144.0,154.0,positive
18,"While most people say that PCs hold functionality and value and Macs are just pretty to look at, I think there's something to be said about the simplicity of Macs.",look,88.0,92.0,positive
1621,This is my second MACBOOK PRO and it's better than ever.,,,,
1610,My macbook is so much better looking and so thin!,looking,29.0,36.0,positive
